image,label,label_idx,confidence,pred,pred_idx,pred_confidence,correct
ISIC_0032430,MEL,0,0.06125969812273979,BKL,4,0.643903911113739,0
ISIC_0031770,BKL,4,0.06184796616435051,NV,1,0.8279024958610535,0
ISIC_0032981,MEL,0,0.06189696118235588,NV,1,0.8465025424957275,0
ISIC_0026475,MEL,0,0.06250931322574615,NV,1,0.8161373138427734,0
ISIC_0031586,MEL,0,0.06252460181713104,NV,1,0.8937444090843201,0
ISIC_0034100,MEL,0,0.06291256844997406,BKL,4,0.7611644864082336,0
ISIC_0029779,BCC,2,0.06345953047275543,VASC,6,0.8564826846122742,0
ISIC_0029929,BKL,4,0.06346486508846283,MEL,0,0.6855891942977905,0
ISIC_0026446,BKL,4,0.06374859809875488,NV,1,0.8408190011978149,0
ISIC_0026892,MEL,0,0.0638946071267128,NV,1,0.8060855865478516,0
ISIC_0031118,MEL,0,0.06410305202007294,BKL,4,0.4342139959335327,0
ISIC_0027753,AKIEC,3,0.0643610954284668,BKL,4,0.8982166647911072,0
ISIC_0032645,MEL,0,0.06644755601882935,NV,1,0.7995996475219727,0
ISIC_0030360,MEL,0,0.0664951279759407,BKL,4,0.5576862692832947,0
ISIC_0029974,BCC,2,0.06694117188453674,NV,1,0.8782792091369629,0
ISIC_0026637,BKL,4,0.0671294778585434,NV,1,0.8467346429824829,0
ISIC_0026040,AKIEC,3,0.06741703301668167,BKL,4,0.9005580544471741,0
ISIC_0027118,DF,5,0.06788618117570877,NV,1,0.8409974575042725,0
ISIC_0026468,AKIEC,3,0.06800322234630585,NV,1,0.6579709053039551,0
ISIC_0027620,MEL,0,0.06825681775808334,NV,1,0.8924953937530518,0
ISIC_0033050,MEL,0,0.06862344592809677,BKL,4,0.4626288414001465,0
ISIC_0026203,AKIEC,3,0.06864095479249954,NV,1,0.8786748051643372,0
ISIC_0028511,BKL,4,0.06866156309843063,MEL,0,0.807173490524292,0
ISIC_0028651,DF,5,0.06994597613811493,NV,1,0.8117780685424805,0
ISIC_0025064,BKL,4,0.07003795355558395,NV,1,0.350361704826355,0
ISIC_0031526,BCC,2,0.07028046995401382,NV,1,0.7663911581039429,0
ISIC_0026629,DF,5,0.07083876430988312,BKL,4,0.8591108322143555,0
ISIC_0024975,NV,1,0.07157142460346222,MEL,0,0.8468003869056702,0
ISIC_0027100,MEL,0,0.07261035591363907,BKL,4,0.8486730456352234,0
ISIC_0025642,BKL,4,0.07271916419267654,NV,1,0.8746525645256042,0
ISIC_0028225,MEL,0,0.07297781854867935,NV,1,0.7905726432800293,0
ISIC_0024881,BKL,4,0.07352996617555618,BCC,2,0.7861073613166809,0
ISIC_0026744,BKL,4,0.0743044763803482,NV,1,0.7566430568695068,0
ISIC_0027531,BCC,2,0.07441018521785736,NV,1,0.4291526675224304,0
ISIC_0027155,MEL,0,0.07465530931949615,NV,1,0.7447284460067749,0
ISIC_0026769,BKL,4,0.07529693841934204,MEL,0,0.37306544184684753,0
ISIC_0026690,MEL,0,0.07548178732395172,NV,1,0.525638997554779,0
ISIC_0027776,MEL,0,0.07593999803066254,NV,1,0.4723990857601166,0
ISIC_0028415,MEL,0,0.07659236341714859,NV,1,0.6988036036491394,0
ISIC_0029107,BKL,4,0.07702402770519257,NV,1,0.8680674433708191,0
ISIC_0034169,DF,5,0.07828623056411743,BCC,2,0.4373536705970764,0
ISIC_0029216,MEL,0,0.07846806198358536,NV,1,0.7780591249465942,0
ISIC_0024981,BKL,4,0.07852525264024734,NV,1,0.5200042724609375,0
ISIC_0030281,MEL,0,0.07902415841817856,NV,1,0.8701334595680237,0
ISIC_0027577,AKIEC,3,0.0793345645070076,BKL,4,0.8329347968101501,0
ISIC_0028567,MEL,0,0.07989715784788132,NV,1,0.8260520100593567,0
ISIC_0030387,AKIEC,3,0.08064266294240952,BCC,2,0.457789808511734,0
ISIC_0025954,DF,5,0.08241813629865646,NV,1,0.8513040542602539,0
ISIC_0033637,NV,1,0.08276180177927017,BKL,4,0.8431850671768188,0
ISIC_0031651,BCC,2,0.08305998146533966,AKIEC,3,0.8239352703094482,0
ISIC_0025980,DF,5,0.08362166583538055,NV,1,0.783823549747467,0
ISIC_0029713,AKIEC,3,0.08365974575281143,BCC,2,0.7075057625770569,0
ISIC_0029227,BKL,4,0.08506476879119873,NV,1,0.7834479212760925,0
ISIC_0028308,BKL,4,0.08584311604499817,NV,1,0.41094866394996643,0
ISIC_0025317,MEL,0,0.08637884259223938,VASC,6,0.42420706152915955,0
ISIC_0024733,MEL,0,0.08643186837434769,NV,1,0.5986438989639282,0
ISIC_0029141,AKIEC,3,0.08681029826402664,BKL,4,0.8076533675193787,0
ISIC_0030822,BKL,4,0.08712182193994522,MEL,0,0.30641233921051025,0
ISIC_0029013,MEL,0,0.08755096048116684,NV,1,0.7725551128387451,0
ISIC_0032636,BKL,4,0.08755983412265778,MEL,0,0.6445252299308777,0
ISIC_0030151,NV,1,0.08863835036754608,BKL,4,0.8035568594932556,0
ISIC_0024312,BKL,4,0.08935903012752533,BCC,2,0.8444157242774963,0
ISIC_0026545,MEL,0,0.08986435830593109,NV,1,0.7801040410995483,0
ISIC_0024930,MEL,0,0.08993367850780487,NV,1,0.8387770652770996,0
ISIC_0025903,DF,5,0.09084677696228027,NV,1,0.7318775653839111,0
ISIC_0030277,MEL,0,0.09103437513113022,BKL,4,0.7080170512199402,0
ISIC_0025324,MEL,0,0.09164024889469147,NV,1,0.8488771319389343,0
ISIC_0030391,MEL,0,0.09181986004114151,NV,1,0.8187371492385864,0
ISIC_0025904,MEL,0,0.09258286654949188,BKL,4,0.8178563714027405,0
ISIC_0026549,AKIEC,3,0.09399612993001938,NV,1,0.6703166365623474,0
ISIC_0024522,AKIEC,3,0.0949007123708725,DF,5,0.4020153284072876,0
ISIC_0031602,NV,1,0.09556064754724503,BKL,4,0.6157910823822021,0
ISIC_0030070,VASC,6,0.09568732231855392,NV,1,0.8442866802215576,0
ISIC_0031428,BKL,4,0.09607786685228348,NV,1,0.7572965621948242,0
ISIC_0024721,NV,1,0.09715903550386429,DF,5,0.7139635682106018,0
ISIC_0031738,AKIEC,3,0.09759067744016647,BCC,2,0.525786280632019,0
ISIC_0033653,MEL,0,0.09874347597360611,NV,1,0.8279249668121338,0
ISIC_0028198,MEL,0,0.10040917992591858,NV,1,0.7980872988700867,0
ISIC_0032918,MEL,0,0.1004171296954155,BKL,4,0.3986031413078308,0
ISIC_0028543,MEL,0,0.1013510674238205,NV,1,0.8271840214729309,0
ISIC_0031991,NV,1,0.10154031217098236,BKL,4,0.7924178242683411,0
ISIC_0025766,MEL,0,0.10154405981302261,NV,1,0.8318977355957031,0
ISIC_0028168,BCC,2,0.10163784772157669,BKL,4,0.6904492974281311,0
ISIC_0032534,BKL,4,0.10180015116930008,BCC,2,0.5018086433410645,0
ISIC_0026687,BCC,2,0.10243967920541763,MEL,0,0.5009563565254211,0
ISIC_0028465,MEL,0,0.10299684852361679,NV,1,0.7217114567756653,0
ISIC_0032597,MEL,0,0.1030406653881073,NV,1,0.754709005355835,0
ISIC_0029417,AKIEC,3,0.10359804332256317,MEL,0,0.3213527202606201,0
ISIC_0027064,BKL,4,0.10444217920303345,DF,5,0.39086949825286865,0
ISIC_0029538,MEL,0,0.10474701970815659,NV,1,0.7879763841629028,0
ISIC_0031344,DF,5,0.10493520647287369,BCC,2,0.34735384583473206,0
ISIC_0028346,DF,5,0.10514058917760849,AKIEC,3,0.4128304719924927,0
ISIC_0033526,MEL,0,0.106120765209198,NV,1,0.8200393319129944,0
ISIC_0030561,BKL,4,0.1066659614443779,NV,1,0.747813880443573,0
ISIC_0024958,MEL,0,0.10671530663967133,BKL,4,0.5762231945991516,0
ISIC_0028463,MEL,0,0.10746067762374878,NV,1,0.7183482646942139,0
ISIC_0033938,MEL,0,0.10751640051603317,NV,1,0.7451354265213013,0
ISIC_0029092,MEL,0,0.10769565403461456,NV,1,0.8206413984298706,0
ISIC_0027851,BCC,2,0.10774755477905273,DF,5,0.403829962015152,0
ISIC_0024547,BKL,4,0.10918494313955307,NV,1,0.6918895840644836,0
ISIC_0027105,MEL,0,0.10941633582115173,NV,1,0.411512166261673,0
ISIC_0026081,MEL,0,0.10962056368589401,NV,1,0.8311375975608826,0
ISIC_0029209,MEL,0,0.10968274623155594,NV,1,0.5790243148803711,0
ISIC_0024431,BCC,2,0.10969842970371246,NV,1,0.478299081325531,0
ISIC_0027244,NV,1,0.11018931120634079,BKL,4,0.7086343765258789,0
ISIC_0033708,MEL,0,0.11045919358730316,AKIEC,3,0.7063753008842468,0
ISIC_0033152,MEL,0,0.11111072450876236,NV,1,0.7913409471511841,0
ISIC_0034205,MEL,0,0.1122865229845047,NV,1,0.8622788190841675,0
ISIC_0024418,AKIEC,3,0.11259757727384567,MEL,0,0.7683640718460083,0
ISIC_0025531,MEL,0,0.11668119579553604,BKL,4,0.31906619668006897,0
ISIC_0029563,AKIEC,3,0.11755932867527008,MEL,0,0.6763635277748108,0
ISIC_0033416,MEL,0,0.11847499012947083,NV,1,0.8378058075904846,0
ISIC_0031346,VASC,6,0.11866767704486847,NV,1,0.773726224899292,0
ISIC_0034134,MEL,0,0.11878225952386856,BCC,2,0.7569672465324402,0
ISIC_0025955,MEL,0,0.11895745247602463,NV,1,0.8155575394630432,0
ISIC_0027068,BKL,4,0.11945972591638565,NV,1,0.7524851560592651,0
ISIC_0032583,MEL,0,0.11948017030954361,AKIEC,3,0.28991732001304626,0
ISIC_0031659,AKIEC,3,0.12156492471694946,BCC,2,0.2729342579841614,0
ISIC_0025755,MEL,0,0.12207686901092529,NV,1,0.7816073298454285,0
ISIC_0028029,MEL,0,0.12208845466375351,NV,1,0.8401622772216797,0
ISIC_0025504,DF,5,0.12247933447360992,NV,1,0.7311482429504395,0
ISIC_0030835,BKL,4,0.12394477427005768,NV,1,0.5533211827278137,0
ISIC_0025928,BKL,4,0.12397009134292603,NV,1,0.44471070170402527,0
ISIC_0029747,BCC,2,0.12412663549184799,DF,5,0.4027051031589508,0
ISIC_0033947,MEL,0,0.12412671744823456,BKL,4,0.7848503589630127,0
ISIC_0030081,BKL,4,0.12432055175304413,BCC,2,0.44224053621292114,0
ISIC_0033654,MEL,0,0.12475188821554184,NV,1,0.7999366521835327,0
ISIC_0027568,NV,1,0.1249140128493309,AKIEC,3,0.42998358607292175,0
ISIC_0028052,BKL,4,0.12545913457870483,NV,1,0.708487868309021,0
ISIC_0028103,MEL,0,0.12550616264343262,BKL,4,0.5281068086624146,0
ISIC_0033728,MEL,0,0.12555989623069763,NV,1,0.5398844480514526,0
ISIC_0034107,MEL,0,0.12609201669692993,NV,1,0.777908980846405,0
ISIC_0028730,AKIEC,3,0.12791913747787476,MEL,0,0.5509405732154846,0
ISIC_0024525,MEL,0,0.12856009602546692,BKL,4,0.46755385398864746,0
ISIC_0030143,AKIEC,3,0.1290670484304428,NV,1,0.57355135679245,0
ISIC_0031186,MEL,0,0.12941446900367737,AKIEC,3,0.4856716990470886,0
ISIC_0028159,NV,1,0.1294931024312973,BCC,2,0.40213853120803833,0
ISIC_0027359,MEL,0,0.12970797717571259,BKL,4,0.7437512874603271,0
ISIC_0028493,MEL,0,0.12998877465724945,BKL,4,0.6833747029304504,0
ISIC_0029958,MEL,0,0.1306087225675583,BKL,4,0.7534621953964233,0
ISIC_0026843,BKL,4,0.13096176087856293,NV,1,0.7762117385864258,0
ISIC_0024932,MEL,0,0.13119223713874817,NV,1,0.6236343383789062,0
ISIC_0024708,BKL,4,0.13127227127552032,MEL,0,0.7123324871063232,0
ISIC_0024511,AKIEC,3,0.13132718205451965,NV,1,0.5204771161079407,0
ISIC_0031301,NV,1,0.1318519115447998,AKIEC,3,0.3162412941455841,0
ISIC_0031146,MEL,0,0.13199184834957123,NV,1,0.8189519047737122,0
ISIC_0027580,AKIEC,3,0.13400521874427795,BCC,2,0.6091579794883728,0
ISIC_0029126,BKL,4,0.13432925939559937,AKIEC,3,0.5751550197601318,0
ISIC_0032186,NV,1,0.1349722445011139,MEL,0,0.7994399666786194,0
ISIC_0029502,MEL,0,0.1350020170211792,NV,1,0.5852934122085571,0
ISIC_0032662,MEL,0,0.1356840282678604,NV,1,0.8220534324645996,0
ISIC_0026989,MEL,0,0.13581804931163788,NV,1,0.8231140375137329,0
ISIC_0031872,BKL,4,0.13594231009483337,MEL,0,0.43416517972946167,0
ISIC_0029967,DF,5,0.1362304538488388,BCC,2,0.48661425709724426,0
ISIC_0031609,AKIEC,3,0.13730894029140472,NV,1,0.4673190116882324,0
ISIC_0032603,MEL,0,0.13765908777713776,NV,1,0.8122930526733398,0
ISIC_0025835,MEL,0,0.13794738054275513,NV,1,0.766902506351471,0
ISIC_0025553,NV,1,0.13805235922336578,BKL,4,0.7632439136505127,0
ISIC_0029035,BCC,2,0.13816912472248077,MEL,0,0.2522304356098175,0
ISIC_0028890,BCC,2,0.1388550102710724,MEL,0,0.8111445307731628,0
ISIC_0031303,MEL,0,0.1393381506204605,BKL,4,0.5733521580696106,0
ISIC_0026835,BKL,4,0.14016692340373993,NV,1,0.8087801337242126,0
ISIC_0024760,BKL,4,0.14022916555404663,BCC,2,0.7429876327514648,0
ISIC_0031901,VASC,6,0.1417378932237625,NV,1,0.5756731033325195,0
ISIC_0026981,AKIEC,3,0.14235737919807434,BCC,2,0.7769540548324585,0
ISIC_0029498,NV,1,0.1427001804113388,MEL,0,0.7379734516143799,0
ISIC_0033364,NV,1,0.1430632770061493,BKL,4,0.6542151570320129,0
ISIC_0030346,BKL,4,0.14366984367370605,MEL,0,0.6319907307624817,0
ISIC_0028666,MEL,0,0.14382894337177277,BKL,4,0.36752042174339294,0
ISIC_0029909,MEL,0,0.14512166380882263,NV,1,0.3319537341594696,0
ISIC_0029289,BKL,4,0.1453830450773239,NV,1,0.7209229469299316,0
ISIC_0026489,MEL,0,0.1456490159034729,NV,1,0.7085486054420471,0
ISIC_0025700,BCC,2,0.14568908512592316,AKIEC,3,0.3839554190635681,0
ISIC_0031208,MEL,0,0.1458674669265747,NV,1,0.5663498044013977,0
ISIC_0033668,MEL,0,0.14639411866664886,AKIEC,3,0.6857427358627319,0
ISIC_0026296,MEL,0,0.1465466320514679,NV,1,0.7503508925437927,0
ISIC_0026774,MEL,0,0.1467311531305313,NV,1,0.8100985884666443,0
ISIC_0027700,AKIEC,3,0.14693932235240936,NV,1,0.5720798969268799,0
ISIC_0027616,MEL,0,0.14733192324638367,BKL,4,0.41513583064079285,0
ISIC_0032807,MEL,0,0.1483132392168045,NV,1,0.4197540581226349,0
ISIC_0025744,MEL,0,0.1494985818862915,BKL,4,0.5580604076385498,0
ISIC_0033725,MEL,0,0.14968012273311615,NV,1,0.7949098944664001,0
ISIC_0031401,MEL,0,0.15003162622451782,BKL,4,0.7792755961418152,0
ISIC_0027174,MEL,0,0.1502491980791092,NV,1,0.6555351614952087,0
ISIC_0024999,MEL,0,0.1505715698003769,NV,1,0.6739679574966431,0
ISIC_0031140,BCC,2,0.1506972759962082,NV,1,0.7689481377601624,0
ISIC_0031496,BKL,4,0.15070654451847076,NV,1,0.3992081880569458,0
ISIC_0024700,MEL,0,0.1510465145111084,NV,1,0.7835181951522827,0
ISIC_0030522,BKL,4,0.1532762497663498,NV,1,0.4513958990573883,0
ISIC_0030978,NV,1,0.15335476398468018,BKL,4,0.2992786169052124,0
ISIC_0033594,MEL,0,0.153488427400589,NV,1,0.7002373337745667,0
ISIC_0034173,MEL,0,0.15417419373989105,NV,1,0.6759563088417053,0
ISIC_0031077,MEL,0,0.15522485971450806,NV,1,0.7811629176139832,0
ISIC_0027480,MEL,0,0.15531310439109802,NV,1,0.7399805188179016,0
ISIC_0028764,MEL,0,0.1555415242910385,NV,1,0.3967486023902893,0
ISIC_0031554,MEL,0,0.15710878372192383,NV,1,0.7250301241874695,0
ISIC_0030539,MEL,0,0.1575884073972702,BKL,4,0.8184447884559631,0
ISIC_0032245,MEL,0,0.1576327681541443,NV,1,0.737399697303772,0
ISIC_0024517,AKIEC,3,0.1579235941171646,NV,1,0.5811322331428528,0
ISIC_0031057,BCC,2,0.15906141698360443,NV,1,0.2638404667377472,0
ISIC_0030366,MEL,0,0.15977813303470612,DF,5,0.3291620910167694,0
ISIC_0027021,MEL,0,0.16161668300628662,AKIEC,3,0.34821271896362305,0
ISIC_0027507,MEL,0,0.16176077723503113,NV,1,0.7630411982536316,0
ISIC_0028087,MEL,0,0.1648082435131073,NV,1,0.702332079410553,0
ISIC_0029448,VASC,6,0.16484692692756653,NV,1,0.7315720915794373,0
ISIC_0033626,DF,5,0.16496840119361877,NV,1,0.7831341028213501,0
ISIC_0028607,BKL,4,0.16633497178554535,NV,1,0.6938048005104065,0
ISIC_0028261,NV,1,0.16639408469200134,BKL,4,0.5048254728317261,0
ISIC_0032218,NV,1,0.16695371270179749,BCC,2,0.3463769555091858,0
ISIC_0031957,MEL,0,0.16720835864543915,NV,1,0.6347733736038208,0
ISIC_0026811,MEL,0,0.16761764883995056,NV,1,0.6760023236274719,0
ISIC_0025724,MEL,0,0.16763387620449066,NV,1,0.631192147731781,0
ISIC_0034188,MEL,0,0.16766457259655,NV,1,0.7236533164978027,0
ISIC_0032318,BCC,2,0.1681489199399948,MEL,0,0.7392224073410034,0
ISIC_0024554,MEL,0,0.1681889444589615,AKIEC,3,0.44098421931266785,0
ISIC_0032125,NV,1,0.16922420263290405,BCC,2,0.7877985239028931,0
ISIC_0027005,NV,1,0.16941384971141815,BKL,4,0.7603386640548706,0
ISIC_0033272,MEL,0,0.1694430410861969,DF,5,0.2860378623008728,0
ISIC_0030280,AKIEC,3,0.17015251517295837,MEL,0,0.3210718035697937,0
ISIC_0030586,AKIEC,3,0.17026911675930023,BKL,4,0.44295597076416016,0
ISIC_0025790,AKIEC,3,0.17054525017738342,NV,1,0.41074076294898987,0
ISIC_0028146,VASC,6,0.17107166349887848,NV,1,0.6919469237327576,0
ISIC_0030552,MEL,0,0.17300638556480408,NV,1,0.5706783533096313,0
ISIC_0027287,BKL,4,0.17445304989814758,MEL,0,0.4030386507511139,0
ISIC_0024367,MEL,0,0.17472641170024872,NV,1,0.4132614731788635,0
ISIC_0026258,MEL,0,0.17486566305160522,NV,1,0.6410464644432068,0
ISIC_0031852,AKIEC,3,0.17643122375011444,BKL,4,0.4275475740432739,0
ISIC_0033808,DF,5,0.17720834910869598,NV,1,0.8009137511253357,0
ISIC_0032214,MEL,0,0.17753702402114868,NV,1,0.4841804802417755,0
ISIC_0028968,MEL,0,0.17815838754177094,NV,1,0.40205317735671997,0
ISIC_0034183,MEL,0,0.17952099442481995,NV,1,0.7570855617523193,0
ISIC_0025235,MEL,0,0.180794820189476,NV,1,0.6285630464553833,0
ISIC_0033716,BKL,4,0.18096978962421417,MEL,0,0.45969969034194946,0
ISIC_0028611,BKL,4,0.18128636479377747,BCC,2,0.23782338201999664,0
ISIC_0030608,BKL,4,0.18263234198093414,MEL,0,0.7138174772262573,0
ISIC_0028003,MEL,0,0.18268679082393646,NV,1,0.6656423807144165,0
ISIC_0029039,DF,5,0.18461404740810394,NV,1,0.5835570693016052,0
ISIC_0027560,MEL,0,0.18486851453781128,BKL,4,0.3497580885887146,0
ISIC_0029885,MEL,0,0.18651071190834045,NV,1,0.39490601420402527,0
ISIC_0033986,MEL,0,0.18655037879943848,NV,1,0.6499872803688049,0
ISIC_0029319,MEL,0,0.18667592108249664,NV,1,0.6427945494651794,0
